temperature,temp_rate,vibration_g,voltage_real,label_numeric
21.195263162525496,0.0163288150769354,0.0366460025546659,8.991734873909289,0
19.18690515087565,-0.1798121879839129,0.0339343647037031,15.14615398593736,0
43.3098781193339,0.14808887470384277,0.016546607118462703,12.09308446558381,1
32.184258797802656,0.12507149535496206,0.08551192077503533,15.388108972120389,1
33.18086784258674,-0.016106241762209,0.0052787791152392,15.0310252417463,0
32.532449557178374,0.0932336366525916,0.006859549775257,14.986077814330814,0
19.09340926547112,-0.0329921491271036,0.0413146819378756,15.218161681487732,0
27.226412446178124,0.08823884823744586,0.0763706467808124,12.196903164556076,1
25.787346177806693,0.2781387746868113,0.03932731473802965,15.221371638540326,1
30.92898876399924,-0.1631137413238832,0.0058509760291147,14.952244787353434,0
27.811434654110425,0.1848696900326238,0.0073392943800166,14.97868590111152,0
28.92067117439352,0.21799738666742702,0.05331340570530808,15.043023379747822,1
38.29814924237747,0.2254818073354241,0.031107836486125598,12.277728840162778,1
34.56563926301518,0.0137315767117627,0.0065520311904614,15.000374859935,0
40.5521431978961,0.5769439656251361,0.11941469670335014,16.87749117098922,2
19.103705574147156,-0.033646344024838,0.0257869800232288,12.012523992702084,0
30.12587362510244,0.0219246971626603,0.0075051869355168,14.998582005931544,0
19.334320957023877,0.0196657757082405,0.0242258618168003,14.352799098952968,0
19.168101956252467,0.0264364622923594,0.0249223440516556,14.146049643886492,0
41.81352998815784,0.16138926997390018,0.008907031021866265,12.264113423688904,1
19.15618931414925,-0.0076969875992531,0.0254758949402766,12.036138681905271,0
30.62754613029682,0.0879811847312623,0.0063661929299684,14.96897205822044,0
31.937953873367665,0.0088796606084855,0.0063270794793749,15.07655315263483,0
42.32784386556847,0.3108229047497939,0.0015525266243177488,15.330739615416759,1
40.46450527508966,0.21790098581441064,0.010006765264309502,15.418249831025754,1
19.163886301748505,0.032557850513232,0.0265306686137892,12.021193271505268,0
70.11453837786395,0.7991949630499937,0.028708375853093385,9.388419538261864,2
19.11709514480963,-0.0818386318253168,0.0252944797244048,11.923542287633266,0
41.06040765128111,0.2260622469480067,0.10092425276010666,9.908716206557079,2
19.231440608607542,0.0753391184559681,0.0249693210529807,12.986514234126265,0
73.59414309831271,0.8581428914540882,0.03264647248954932,10.281143313334628,2
19.124849300016415,0.1914711005652272,0.0259156042446352,12.011789826183763,0
28.27482786290849,0.12182322215276789,0.10120248600510379,12.32294255267357,1
36.33142589444135,-0.0356080602691193,0.0071123301785606,15.008086360329743,0
43.39623447013631,0.45843533466539604,0.4837493616011953,17.690310875252663,2
44.37498739061111,0.20806178955036128,0.020692866613393895,11.579264079683119,1
31.92907421275918,-0.0186407034514672,0.0052820889601454,14.981815168628753,0
19.231933506410385,0.0954401478038349,0.0258325282707298,11.915726476016804,0
21.25094824649033,0.0556850839648355,0.0422649341144371,7.980066534941328,0
34.0296534432937,-0.030168437835691,0.0056261307234378,14.990280536957448,0
56.3356503902928,0.464214220304449,0.38693102797226514,9.44287231254177,2
18.97969040701224,0.0282012858906846,0.0126690565230284,12.012640451644089,0
34.551907686303416,0.0480532126186474,0.0068487856725151,15.064461150635614,0
19.169591416785984,-0.1343771083525347,0.0230885399212554,13.363339105467192,0
19.319884732116822,0.1528244319860547,0.0225318754146693,12.468840490936271,0
33.280508858243024,0.1318376138509036,0.05793581168441234,12.06889980906257,1
63.50505802621077,0.5602994465000466,0.06749560817517186,16.906206756024055,2
49.0081904208309,0.33000725715179513,0.031337591858497424,9.775550443126006,2
34.670183726519454,0.1045444635042756,0.0065789387509293,15.056217179931563,0
32.6552415108118,0.10177470274661,0.0037144392158022,14.990485539832624,0
45.11794863302517,0.3004668913580191,0.018107381429713854,15.090618653740353,1
46.06464707642667,0.06930010403449632,0.011614509407323989,15.421530068718926,1
30.99459550988099,0.09135132607057297,0.05431826085538064,12.061945145705398,1
19.250772189632865,-0.0691125424839604,0.0243818260752814,12.524806431121224,0
28.81026783134443,0.12129132175398721,0.05338594078282511,15.362326529462404,1
19.06880466104076,-0.1072632002023965,0.0259597936016022,11.97390564916087,0
44.04149802213127,0.16829167273577317,0.02692233009940831,11.85551899327323,1
68.35470635611105,0.22565208741507253,0.03676561088189172,10.37400520510636,2
49.977201767200945,0.3351387832480751,0.2013603361937111,17.68830107646649,2
43.91100401201991,0.3437984650340427,0.1112484662956537,9.824243990059397,2
48.4468696018419,0.4019395514894114,0.16240564923469922,16.44222532825821,2
19.090392995736725,-0.0344563042796934,0.0269889186041225,12.015107680784508,0
35.32015580902768,0.0565250390870701,0.0052370047620089,15.022239096640556,0
33.1354344555388,-0.1360067907498319,0.0072947905494079,15.023201482470949,0
19.21780419840122,0.1146971461582033,0.0234538466129208,12.130872479888682,0
